,name,year,place,style,genre,painting_url
544,"Les Alpilles, Mountain Landscape near South-Reme",1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/les-alpilles-mountain-landscape-near-south-reme-1889.jpg
545,Lilac Bush,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/lilac-bush-1889.jpg
546,Madame Augustine Roulin,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
portrait
",https://uploads7.wikiart.org/images/vincent-van-gogh/madame-augustine-roulin-1889.jpg
547,Madame Roulin Rocking the Cradle (A Lullaby),1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/madame-roulin-rocking-the-cradle-a-lullaby-1889.jpg
548,Madame Roulin Rocking the Cradle (A lullaby),1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
portrait
",https://uploads1.wikiart.org/images/vincent-van-gogh/madame-roulin-rocking-the-cradle-a-lullaby-1889-1.jpg
549,Madame Roulin Rocking the Cradle (A lullaby),1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
portrait
",https://uploads1.wikiart.org/images/vincent-van-gogh/madame-roulin-rocking-the-cradle-a-lullaby-1889-2.jpg
550,Mount Gaussier with the Mas de Saint-Paul,1889,"Saint-rémy-de-provence, France","
Cloisonnism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/mount-gaussier-with-the-mas-de-saint-paul-1889.jpg
551,Mountains at Saint-Remy with Dark Cottage,1889,France,"
Post-Impressionism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/mountains-at-saint-remy-with-dark-cottage-1889.jpg
552,Mulberry Tree,1889,France,"
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/mulberry-tree-1889.jpg
553,Olive Grove,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/olive-grove-1889.jpg
554,Olive Grove,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/olive-grove-1889-1.jpg
555,Olive Grove - Bright Blue Sky,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/olive-grove-bright-blue-sky-1889.jpg
556,Olive Grove - Bright Blue Sky,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/olive-grove-bright-blue-sky-1889-1.jpg
557,Olive Grove - Orange Sky,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/olive-grove-orange-sky-1889.jpg
558,Olive Grove - Pale Blue Sky,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/olive-grove-pale-blue-sky-1889.jpg
559,Olive Grove with Picking Figures,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/olive-grove-with-picking-figures-1889.jpg
560,Olive Picking,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/olive-picking-1889.jpg
561,Olive Picking,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/olive-picking-1889-1.jpg
562,Olive Picking,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/olive-picking-1889-2.jpg
563,Olive Trees,1889,France,"
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/olive-trees-1889.jpg
564,Olive Trees against a Slope of a Hill,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/olive-trees-against-a-slope-of-a-hill-1889.jpg
565,Olive Trees Bright Blue Sky,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/olive-trees-bright-blue-sky-1889.jpg
566,Olive Trees with Yellow Sky and Sun,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/olive-trees-with-yellow-sky-and-sun-1889.jpg
567,Orchard in Bloom with Poplars,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/orchard-in-bloom-with-poplars-1889.jpg
568,Peach Trees in Blossom,1889,France,"
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/peach-trees-in-blossom-1889.jpg
569,Peasant Woman Binding Sheaves after Millet,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/peasant-woman-binding-sheaves-after-millet-1889.jpg
570,Peasant Woman Cutting Straw after Millet,1889,"Saint-rémy-de-provence, France","
Cloisonnism
","
genre painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/peasant-woman-cutting-straw-after-millet-1889.jpg
571,Peasant Woman with a Rake after Millet,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/peasant-woman-with-a-rake-after-millet-1889.jpg
572,Pieta,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
religious painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/pieta-1889.jpg
573,Pine Trees against a Red Sky with Setting Sun,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/pine-trees-against-a-red-sky-with-setting-sun-1889.jpg
574,Pine Trees with Figure in the Garden of Saint-Paul Hospital,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
cityscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/pine-trees-with-figure-in-the-garden-of-saint-paul-hospital-1889.jpg
575,Portrait of a Patient in Saint-Paul Hospital,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
portrait
",https://uploads1.wikiart.org/images/vincent-van-gogh/portrait-of-a-patient-in-saint-paul-hospital-1889.jpg
576,Portrait of a Young Peasant,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
portrait
",https://uploads2.wikiart.org/images/vincent-van-gogh/portrait-of-a-young-peasant-1889.jpg
577,Portrait of Dr. Felix Rey,1889,France,"
Post-Impressionism
","
portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/portrait-of-dr-felix-rey-1889.jpg
578,Portrait of Madame Trabuc,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/portrait-of-madame-trabuc-1889.jpg
579,Portrait of the postman Joseph Roulin,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
portrait
",https://uploads3.wikiart.org/images/vincent-van-gogh/portrait-of-the-postman-joseph-roulin-1889.jpg
580,Portrait of the Postman Joseph Roulin,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
portrait
",https://uploads5.wikiart.org/images/vincent-van-gogh/portrait-of-the-postman-joseph-roulin-1889-1.jpg
581,"Portrait of Trabuc, an Attendant at Saint-Paul Hospital",1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
portrait
",https://uploads2.wikiart.org/images/vincent-van-gogh/portrait-of-trabuc-an-attendant-at-saint-paul-hospital-1889.jpg
582,Reaper with Sickle (after Millet),1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/reaper-with-sickle-after-millet-1889.jpg
583,Rosebush in Blossom,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/rosebush-in-blossom-1889.jpg
584,Self Portrait,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
self-portrait
",https://uploads6.wikiart.org/images/vincent-van-gogh/self-portrait-1889.jpg
585,Self Portrait with Bandaged Ear,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
self-portrait
",https://uploads6.wikiart.org/images/vincent-van-gogh/self-portrait-with-bandaged-ear-1889.jpg
586,Self Portrait with Pallette,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
self-portrait
",https://uploads2.wikiart.org/images/vincent-van-gogh/self-portrait-with-pallette-1889.jpg
587,Self-Portrait,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
self-portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1889-1.jpg
588,Self-portrait,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
self-portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1889-2.jpg
589,Self-Portrait,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
self-portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1889-3.jpg
590,Self-portrait with bandaged ear,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
self-portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-with-bandaged-ear-1889-1.jpg
591,"Sheaf-Binder, The after Millet",1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/sheaf-binder-the-after-millet-1889.jpg
592,"Sheep-Shearers, The after Millet",1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/sheep-shearers-the-after-millet-1889.jpg
593,The Sower (after Millet),1889,France,"
Post-Impressionism
","
genre painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/sower-after-millet-1889(1).jpg
594,Still Life - Vase with Fourteen Sunflowers,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
flower painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/still-life-vase-with-fourteen-sunflowers-1889.jpg
595,Still Life - Vase with Twelve Sunflowers,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
flower painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-vase-with-twelve-sunflowers.jpg
596,Still Life Vase with Twelve Sunflowers,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
flower painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/still-life-vase-with-twelve-sunflowers-1.jpg
597,"Still Life with Drawing Board, Pipe, Onions and Sealing-Wax",1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
still life
",https://uploads5.wikiart.org/images/vincent-van-gogh/still-life-with-drawing-board-pipe-onions-and-sealing-wax-1889.jpg
598,Still Life with Oranges and Lemons with Blue Gloves,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
still life
",https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-with-oranges-and-lemons-with-blue-gloves-1889.jpg
599,Study of Pine Trees,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/study-of-pine-trees-1889(1).jpg
600,The Alpilles with Olive Trees in the Foreground,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/the-alpilles-with-olive-trees-in-the-foreground-1889.jpg
601,The Courtyard of the Hospital in Arles,1889,France,"
Post-Impressionism
","
cityscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/the-courtyard-of-the-hospital-in-arles-1889.jpg
602,The Entrance Hall of Saint-Paul Hospital,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
interior
",https://uploads6.wikiart.org/images/vincent-van-gogh/the-entrance-hall-of-saint-paul-hospital-1889.jpg
603,The Garden of Saint-Paul Hospital,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
cityscape
",https://uploads8.wikiart.org/images/vincent-van-gogh/the-garden-of-saint-paul-hospital-1889.jpg
604,The Garden of Saint-Paul Hospital,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
cityscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/the-garden-of-saint-paul-hospital-1889-1.jpg
605,The Garden of Saint-Paul Hospital,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
cityscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/the-garden-of-saint-paul-hospital-1889-2.jpg
606,The Garden of Saint-Paul Hospital with Figure,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
cityscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/the-garden-of-saint-paul-hospital-with-figure-1889.jpg
607,The Garden of St. Paul's Hospital at St. Remy,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
cityscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/the-garden-of-st-paul-s-hospital-at-st-remy-1889.jpg
608,The Green Wheatfield behind the Asylum,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/the-green-wheatfield-behind-the-asylum-1889.jpg
609,The Grounds of the Asylum,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/the-grounds-of-the-asylum-1889.jpg
610,The gully Peiroulets,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/the-gully-peiroulets-1889.jpg
611,The gully Peiroulets,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/the-gully-peiroulets-1889-1.jpg
612,The Iris,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/the-iris-1889.jpg
613,The Man is at Sea (after Demont-Breton),1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads3.wikiart.org/images/vincent-van-gogh/the-man-is-at-sea-after-demont-breton-1889.jpg
614,The ravine of the Peyroulets,1889,France,"
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/the-ravine-of-the-peyroulets-1889.jpg
615,The Reaper,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/the-reaper-1889.jpg
616,The Reaper after Millet,1889,France,"
Post-Impressionism
","
genre painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/the-reaper-after-millet-1889.jpg
617,The Shepherdess (after Millet),1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads3.wikiart.org/images/vincent-van-gogh/the-shepherdess-after-millet-1889.jpg
618,The Spinner (after Millet),1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/the-spinner-after-millet-1889.jpg
619,The Starry Night,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
cloudscape
",https://uploads4.wikiart.org/00142/images/vincent-van-gogh/the-starry-night.jpg
620,The Stone Bench in the Garden at Saint-Paul Hospital,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/the-stone-bench-in-the-garden-at-saint-paul-hospital-1889.jpg
621,The Walk - Falling Leaves,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/the-walk-falling-leaves-1889.jpg
622,Trees in the Asylum Garden,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/trees-in-the-asylum-garden-1889.jpg
623,Trunks of Trees with Ivy,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads8.wikiart.org/images/vincent-van-gogh/trunks-of-trees-with-ivy-1889.jpg
624,Two Crabs,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
animal painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/two-crabs-1889.jpg
625,Two Cypresses,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/two-cypresses-1889.jpg
626,Two Diggers Among Trees,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/two-diggers-among-trees-1889.jpg
627,Two Peasants Diging (after Millet),1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/two-peasants-diging-after-millet-1889.jpg
628,Two Poplars on a Hill,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/two-poplars-on-a-hill-1889.jpg
629,Two White Butterflies,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/two-white-butterflies-1889.jpg
630,Undergrowth with Ivy,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/undergrowth-with-ivy-1889.jpg
631,Van Gogh's Chair,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
still life
",https://uploads0.wikiart.org/images/vincent-van-gogh/van-gogh-s-chair-1889.jpg
632,View of the Church of Saint-Paul-de-Mausole,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
cityscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/view-of-the-church-of-saint-paul-de-mausole-1889.jpg
633,Vincent's Bedroom in Arles,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
interior
",https://uploads1.wikiart.org/images/vincent-van-gogh/vincent-s-bedroom-in-arles-1889.jpg
634,Vincent's Bedroom in Arles,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
interior
",https://uploads7.wikiart.org/00213/images/vincent-van-gogh/adult-coloring-3840763.jpg
635,Ward in the Hospital at Arles,1889,"Arles, Bouches-du-Rhône, France","
Post-Impressionism
","
genre painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/ward-in-the-hospital-at-arles-1889.jpg
636,Wheat Field behind Saint Paul Hospital with a Reaper,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/wheat-field-behind-saint-paul-hospital-with-a-reaper-1889.jpg
637,Wheat Field behind Saint-Paul Hospital with a Reaper,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/wheat-field-behind-saint-paul-hospital-with-a-reaper-1889-1.jpg
638,Wheat Field in Rain,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/wheat-field-in-rain-1889.jpg
639,Wheat Field with Cypresses,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/wheat-field-with-cypresses-1889.jpg
640,Wheat Field with Cypresses at the Haude Galline near Eygalieres,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/wheat-field-with-cypresses-at-the-haude-galline-near-eygalieres-1889-2.jpg
641,Wheat Field with Reaper and Sun,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/wheat-field-with-reaper-and-sun-1889.jpg
642,Wheatfield with cypress tree,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/wheatfield-with-cypress-tree-1889.jpg
643,Wheatfield with Mountains in the Background,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/wheatfield-with-mountains-in-the-background-1889.jpg
644,Window of Vincent's Studio at the Asylum,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
interior
",https://uploads6.wikiart.org/images/vincent-van-gogh/window-of-vincent-s-studio-at-the-asylum-1889.jpg
645,Wooden Sheds,1889,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/wooden-sheds-1889.jpg
646,A Group of Cottages,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/a-group-of-cottages-1890(1).jpg
647,A Vase of Roses,1890,France,"
Post-Impressionism
","
flower painting
",https://uploads2.wikiart.org/images/vincent-van-gogh/a-vase-of-roses-1890(1).jpg
648,Auvers Town Hall in 14 July 1890,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
cityscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/auvers-town-hall-in-14-july-1890-1890(1).jpg
649,Blossoming Acacia Branches,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/blossoming-acacia-branches-1890(1).jpg
650,Blossoming Chestnut Branches,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/blossoming-chestnut-branches-1890(1).jpg
651,Branches with Almond Blossom,1890,"Auvers-sur-oise, France","
Japonism
","
flower painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/branches-with-almond-blossom-1890(1).jpg
652,Chestnut Tree in Blossom,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/chestnut-tree-in-blossom-1890(1).jpg
653,Chestnut Trees in Blossom,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
cityscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/chestnut-trees-in-blossom-1890(1).jpg
654,Child with Orange,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
portrait
",https://uploads4.wikiart.org/images/vincent-van-gogh/child-with-orange-1890(1).jpg
655,Cottages and Cypresses Reminiscence of the North,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads8.wikiart.org/images/vincent-van-gogh/cottages-and-cypresses-reminiscence-of-the-north-1890(1).jpg
656,Cottages Reminiscence of the North,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/cottages-reminiscence-of-the-north-1890(1).jpg
657,Cows,1890,France,"
Post-Impressionism
","
animal painting
",https://uploads0.wikiart.org/images/vincent-van-gogh/cows-1890(1).jpg
658,Cypresses and Two Women,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/cypresses-and-two-women-1890(1).jpg
659,Daubigny's Garden,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/daubigny-s-garden-1890(1).jpg
660,Daubigny's Garden,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/daubigny-s-garden-1890-1(1).jpg
661,Daubigny's Garden,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/daubigny-s-garden-1890-2(1).jpg
662,Dr. Paul Gachet,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
portrait
",https://uploads1.wikiart.org/images/vincent-van-gogh/dr-paul-gachet-1890(1).jpg
663,Ears of Wheat,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/ears-of-wheat-1890(1).jpg
664,Farmhouse with Two Figures,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/farmhouse-with-two-figures-1890(1).jpg
665,Field with Poppies,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/field-with-poppies-1890(1).jpg
666,Field with Stacks of Wheat,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/field-with-stacks-of-wheat-1890(1).jpg
667,First Steps (after Millet),1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads2.wikiart.org/images/vincent-van-gogh/first-steps-after-millet-1890(1).jpg
668,Garden in Auvers,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/garden-in-auvers-1890(1).jpg
669,Green Wheat Fields,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/green-wheat-fields-1890(1).jpg
670,Haystack under a Rainy Sky,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/haystack-under-a-rainy-sky-1890(1).jpg
671,Houses in Auvers,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/houses-in-auvers-1890.jpg
672,Houses in Auvers 2,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/houses-in-auvers-2-1890.jpg
673,"Houses with Thatched Roofs, Cordeville",1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/houses-with-thatched-roofs-cordeville-1890.jpg
674,Japanese Vase with Roses and Anemones,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
flower painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/japanese-vase-with-roses-and-anemones-1890(1).jpg
675,Landscape in the Rain,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/landscape-in-the-rain-1890.jpg
676,Landscape with Carriage and Train,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads8.wikiart.org/images/vincent-van-gogh/landscape-with-carriage-and-train-1890.jpg
677,Landscape with Couple Walking and Crescent Moon,1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
genre painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/landscape-with-couple-walking-and-crescent-moon-1890(1).jpg
678,Landscape with the Chateau of Auvers at Sunset,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/landscape-with-the-chateau-of-auvers-at-sunset-1890.jpg
679,Landscape with Three Trees and a House,1890,France,"
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/landscape-with-three-trees-and-a-house-1890.jpg
680,"L'Arlesienne, Portrait of Madame Ginoux",1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
portrait
",https://uploads4.wikiart.org/images/vincent-van-gogh/l-arlesienne-portrait-of-madame-ginoux-1890.jpg
681,"L'Arlesienne, Portrait of Madame Ginoux",1890,"Saint-rémy-de-provence, France","
Post-Impressionism
","
portrait
",https://uploads6.wikiart.org/images/vincent-van-gogh/l-arlesienne-portrait-of-madame-ginoux-1890-1.jpg
682,Mademoiselle Gachet in her garden at Auvers-sur-Oise,1890,"Auvers-sur-oise, France","
Post-Impressionism
","
genre painting
",https://uploads0.wikiart.org/images/vincent-van-gogh/mademoiselle-gachet-in-her-garden-at-auvers-sur-oise-1890.jpg
