,name,year,place,style,genre,painting_url
139,The Parsonage Garden at Nuenen in the Snow,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/the-parsonage-garden-at-nuenen-in-the-snow-1885-1.jpg
140,The Potato Eaters (preliminary oil sketch),1885,"Nunen / Nuenen, Netherlands","
Realism
","
sketch and study
",https://uploads1.wikiart.org/images/vincent-van-gogh/the-potato-eaters-1885.jpg
141,The Vicarage at Nuenen,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/the-vicarage-at-nuenen-1885.jpg
142,Two peasant women digging potatoes,1885,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/two-peasant-women-digging-potatoes-1885.jpg
143,View on the Singel in Amsterdam,1885,Netherlands,"
Realism
","
cityscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/view-on-the-singel-in-amsterdam-1885.jpg
144,The Potato Eaters,1885,,"
Realism
","
genre painting
",https://uploads3.wikiart.org/images/vincent-van-gogh/the-potato-eaters-1885-1.jpg
145,Cottage,1885,,"
Realism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/cottage(1).jpg
146,peasant woman,1885,"Nunen / Nuenen, Netherlands","
Realism
","
figurative
",https://uploads6.wikiart.org/00215/images/vincent-van-gogh/vvg.jpg
147,A Pair of Shoes,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads2.wikiart.org/images/vincent-van-gogh/a-pair-of-shoes-1886(1).jpg
148,Basket of Carnations and Zinnias,1886,"Paris, France","
Realism
","
flower painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/basket-of-carnations-and-zinnias-1886(1).jpg
149,Belvedere Overlooking Montmartre,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/belvedere-overlooking-montmartre-1886(1).jpg
150,Bowl with Peonies and Roses,1886,"Paris, France","
Realism
","
flower painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/bowl-with-peonies-and-roses-1886(1).jpg
151,Coleus Plant in a Flowerpot,1886,"Paris, France","
Post-Impressionism
","
flower painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/coleus-plant-in-a-flowerpot-1886(1).jpg
152,Flower pot with Asters,1886,"Paris, France","
Post-Impressionism
","
flower painting
",https://uploads0.wikiart.org/images/vincent-van-gogh/flower-pot-with-asters-1886(1).jpg
153,Flying Fox,1886,"Paris, France","
Post-Impressionism
","
animal painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/flying-fox-1886(1).jpg
154,Geranium in a Flowerpot,1886,"Paris, France","
Post-Impressionism
","
flower painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/geranium-in-a-flowerpot-1886(1).jpg
155,Glass with Roses,1886,"Paris, France","
Realism
","
flower painting
",https://uploads3.wikiart.org/images/vincent-van-gogh/glass-with-roses-1886(1).jpg
156,Gypsum Torso,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads8.wikiart.org/images/vincent-van-gogh/gypsum-torso-1886(1).jpg
157,Le Moulin de la Galette,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/le-moulin-de-la-galette-1886-1.jpg
158,Le Moulin de la Galette 4,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/le-moulin-de-la-galette-4-1886.jpg
159,Le Moulin de la Gallette 3,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/le-moulin-de-la-gallette-3-1886.jpg
160,Montmartre the Quarry and  Windmills,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/montmartre-the-quarry-and-windmills-1886.jpg
161,Montmartre the Quarry and  Windmills,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/montmartre-the-quarry-and-windmills-1886-1.jpg
162,Moulin de la Galette,1886,"Paris, France","
Post-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/moulin-de-la-galette-1886.jpg
163,Plaster Statuette of a Female Torso,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads1.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-female-torso-1886.jpg
164,Plaster Statuette of a Female Torso,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads3.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-female-torso-1886-1.jpg
165,Plaster Statuette of a Female Torso,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads3.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-female-torso-1886-2.jpg
166,Plaster Statuette of a Female Torso,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads3.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-female-torso-1886-3.jpg
167,Plaster Statuette of a Female Torso,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads3.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-female-torso-1886-4.jpg
168,Plaster Statuette of a Female Torso,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads3.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-female-torso-1886-5.jpg
169,Plaster Statuette of a Horse,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads3.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-horse-1886.jpg
170,Plaster Statuette of a Kneeling Man,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads1.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-kneeling-man-1886.jpg
171,Plaster Statuette of a Male Torso,1886,,"
Realism
","
still life
",https://uploads8.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-male-torso-1886.jpg
172,Self-Portrait,1886,"Paris, France","
Realism
","
self-portrait
",https://uploads6.wikiart.org/images/vincent-van-gogh/self-portrait-1886.jpg
173,Self-Portrait with Dark Felt Hat,1886,"Paris, France","
Post-Impressionism
","
self-portrait
",https://uploads7.wikiart.org/images/vincent-van-gogh/self-portrait-with-dark-felt-hat-1886.jpg
174,Self-Portrait with Dark Felt Hat at the Easel,1886,"Paris, France","
Post-Impressionism
","
self-portrait
",https://uploads5.wikiart.org/images/vincent-van-gogh/self-portrait-with-dark-felt-hat-at-the-easel-1886(1).jpg
175,Self-Portrait with Pipe,1886,"Paris, France","
Realism
","
self-portrait
",https://uploads7.wikiart.org/images/vincent-van-gogh/self-portrait-with-pipe-1886.jpg
176,Self-Portrait with Pipe,1886,"Paris, France","
Realism
","
self-portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/self-portrait-with-pipe-1886-1.jpg
177,Sloping Path in Montmartre,1886,"Paris, France","
Post-Impressionism
","
genre painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/sloping-path-in-montmartre-1886.jpg
178,Still LIfe - Vase with Red Gladiolas,1886,"Paris, France","
Post-Impressionism
","
flower painting
",https://uploads0.wikiart.org/images/vincent-van-gogh/still-life-vase-with-red-gladiolas-1886.jpg
179,"Still Life with Apples, Meat and a Roll",1886,"Paris, France","
Realism
","
still life
",https://uploads4.wikiart.org/images/vincent-van-gogh/still-life-with-apples-meat-and-a-roll-1886.jpg
180,Still Life with Bloaters,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-with-bloaters-1886.jpg
181,Still Life with Bloaters,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads1.wikiart.org/images/vincent-van-gogh/still-life-with-bloaters-1886-1.jpg
182,"Still Life with Mackerels, Lemons and Tomatoes",1886,"Paris, France","
Realism
","
still life
",https://uploads2.wikiart.org/images/vincent-van-gogh/still-life-with-mackerels-lemons-and-tomatoes-1886.jpg
183,Still Life with Mussels and Shrimp,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads0.wikiart.org/images/vincent-van-gogh/still-life-with-mussels-and-shrimp-1886.jpg
184,Still Life with Roses and Sunflowers,1886,"Paris, France","
Post-Impressionism
","
flower painting
",https://uploads2.wikiart.org/images/vincent-van-gogh/still-life-with-roses-and-sunflowers-1886.jpg
185,Still Life with Scabiosa and Ranunculus,1886,"Paris, France","
Realism
","
flower painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/still-life-with-scabiosa-and-ranunculus-1886.jpg
186,Tambourine with Pansies,1886,"Paris, France","
Post-Impressionism
","
flower painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/tambourine-with-pansies-1886.jpg
187,Terrace in the Luxembourg Garden,1886,"Paris, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/terrace-in-the-luxembourg-garden-1886.jpg
188,"Terrace of a Cafe on Montmartre ""La Guinguette""",1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/terrace-of-a-cafe-on-montmartre-la-guinguette-1886.jpg
189,The Bois de Boulogne with People Walking,1886,"Paris, France","
Post-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/the-bois-de-boulogne-with-people-walking-1886.jpg
190,The Fourteenth of July Celebration in Paris,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/the-fourteenth-of-july-celebration-in-paris-1886.jpg
191,The Green Parrot,1886,"Paris, France","
Realism
","
animal painting
",https://uploads0.wikiart.org/images/vincent-van-gogh/the-green-parrot-1886.jpg
192,The Hill of Montmartre with Quarry,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/the-hill-of-montmartre-with-quarry-1886.jpg
193,The Kingfisher,1886,"Paris, France","
Post-Impressionism
","
animal painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/the-kingfisher-1886.jpg
194,The Mill of Blute End,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/the-mill-of-blute-end-1886.jpg
195,The Moulin de la Galette,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads8.wikiart.org/images/vincent-van-gogh/the-moulin-de-la-galette-1886.jpg
196,The Outskirts of Paris,1886,"Paris, France","
Post-Impressionism
","
genre painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/the-outskirts-of-paris-1886.jpg
197,The Pont du Carrousel and the Louvre,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/the-pont-du-carrousel-and-the-louvre-1886.jpg
198,The Roofs of Paris,1886,"Paris, France","
Post-Impressionism
","
panorama
",https://uploads2.wikiart.org/images/vincent-van-gogh/the-roofs-of-paris-1886.jpg
199,Three Pairs of Shoes,1886,"Paris, France","
Post-Impressionism
","
still life
",https://uploads4.wikiart.org/images/vincent-van-gogh/three-pairs-of-shoes-1886.jpg
200,Vase of Hollyhocks,1886,"Paris, France","
Post-Impressionism
","
flower painting
",https://uploads2.wikiart.org/images/vincent-van-gogh/vase-of-hollyhocks-1886.jpg
201,Vase with Asters and Phlox,1886,"Paris, France","
Realism
","
flower painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/vase-with-asters-and-phlox-1886.jpg
202,"Vase with Asters, Salvia and Other Flowers",1886,"Paris, France","
Realism
","
flower painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/vase-with-asters-salvia-and-other-flowers-1886.jpg
203,Vase with Carnations,1886,"Paris, France","
Realism
","
flower painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/vase-with-carnations-1886.jpg
204,Vase with Carnations,1886,"Paris, France","
Realism
","
flower painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/vase-with-carnations-1886-1.jpg
205,Vase with Carnations,1886,"Paris, France","
Realism
","
flower painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/vase-with-carnations-1886-2.jpg
206,Vase with Carnations and Bottle,1886,France,"
Realism
","
still life
",https://uploads6.wikiart.org/images/vincent-van-gogh/vase-with-carnations-and-bottle-1886.jpg
207,Vase with Carnations and Other Flowers,1886,"Paris, France","
Realism
","
flower painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/vase-with-carnations-and-other-flowers-1886.jpg
208,Vase with Flowers,1886,"Paris, France","
Realism
","
flower painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/vase-with-flowers.jpg
209,Vase with Gladioli,1886,"Paris, France","
Post-Impressionism
","
flower painting
",https://uploads2.wikiart.org/images/vincent-van-gogh/vase-with-gladioli-1886.jpg
210,Vase with Gladioli and Carnations,1886,"Paris, France","
Post-Impressionism
","
flower painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/vase-with-gladioli-and-carnations-1886.jpg
211,Vase with Gladioli and Carnations,1886,"Paris, France","
Realism
","
flower painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/vase-with-gladioli-and-carnations-1886-1.jpg
212,Vase with Gladioli and Lilac,1886,"Paris, France","
Realism
","
flower painting
",https://uploads3.wikiart.org/images/vincent-van-gogh/vase-with-gladioli-and-lilac-1886.jpg
213,Vase with Myosotis and Peonies,1886,"Paris, France","
Post-Impressionism
","
flower painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/vase-with-myosotis-and-peonies-1886.jpg
214,Vase with Peonies,1886,"Paris, France","
Post-Impressionism
","
flower painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/vase-with-peonies-1886.jpg
215,"Vase with Poppies, Cornflowers, Peonies and Chrysanthemums",1886,,"
Post-Impressionism
","
flower painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/vase-with-poppies-cornflowers-peonies-and-chrysanthemums-1886.jpg
216,Vase with Red and White Carnations on a Yellow Background,1886,,"
Post-Impressionism
","
flower painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/vase-with-red-and-white-carnations-on-a-yellow-background-1886.jpg
217,Vase with Red Gladioli,1886,,"
Post-Impressionism
","
flower painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/vase-with-red-gladioli-1886.jpg
218,Vase with Red Gladioli,1886,,"
Post-Impressionism
","
flower painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/vase-with-red-gladioli-1886-1.jpg
219,Vase with Red Poppies,1886,,"
Post-Impressionism
","
flower painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/vase-with-red-poppies-1886.jpg
220,Vase with Zinnias,1886,,"
Post-Impressionism
","
flower painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/vase-with-zinnias-1886.jpg
221,Vase with Zinnias and Geraniums,1886,,"
Post-Impressionism
","
flower painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/vase-with-zinnias-and-geraniums-1886.jpg
222,Vase with Zinnias and Other Flowers,1886,"Paris, France","
Realism
","
flower painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/vase-with-zinnias-and-other-flowers-1886.jpg
223,View of Paris from Montmartre,1886,"Paris, France","
Post-Impressionism
","
panorama
",https://uploads4.wikiart.org/images/vincent-van-gogh/view-of-paris-from-montmartre-1886.jpg
224,View of Paris from near Montmartre,1886,"Paris, France","
Post-Impressionism
","
panorama
",https://uploads0.wikiart.org/images/vincent-van-gogh/view-of-paris-from-near-montmartre-1886.jpg
225,View of Roofs and Backs of Houses,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads8.wikiart.org/images/vincent-van-gogh/view-of-roofs-and-backs-of-houses-1886.jpg
226,Windmill on Montmartre,1886,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/windmill-on-montmartre-1886.jpg
227,Plaster Statuette of a Female Torso,1886,,"
Post-Impressionism
","
still life
",https://uploads5.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-female-torso.jpg
228,Nude Woman on a Bed,1887,France,"
Post-Impressionism
","
genre painting
",https://uploads0.wikiart.org/00373/images/vincent-van-gogh/nude-woman-on-a-bed.jpg
229,A Pair of Shoes,1887,"Paris, France","
Post-Impressionism
","
still life
",https://uploads2.wikiart.org/images/vincent-van-gogh/a-pair-of-shoes-1887(1).jpg
230,A Pair of Shoes,1887,"Paris, France","
Post-Impressionism
","
still life
",https://uploads4.wikiart.org/images/vincent-van-gogh/a-pair-of-shoes-1887-1(1).jpg
231,A woman walking in garden,1887,"Paris, France","
Neo-Impressionism
","
genre painting
",https://uploads2.wikiart.org/images/vincent-van-gogh/a-woman-walking-in-garden-1887(1).jpg
232,Absinthe,1887,"Paris, France","
Neo-Impressionism
","
still life
",https://uploads4.wikiart.org/images/vincent-van-gogh/absinthe-1887(1).jpg
233,Avenue in Voyer d'Argenson Park at Asnieres,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/avenue-in-voyer-d-argenson-park-at-asnieres-1887(1).jpg
234,Banks of the Seine in the spring,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/banks-of-the-seine-in-the-spring-1887(1).jpg
235,Banks of the Seine near Pont de Clichy,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/banks-of-the-seine-near-pont-de-clichy-1887(1).jpg
236,Basket of Sprouting Bulbs,1887,"Paris, France","
Neo-Impressionism
","
still life
",https://uploads3.wikiart.org/images/vincent-van-gogh/basket-of-sprouting-bulbs-1887(1).jpg
237,Bathing Float on the Seine at Asnieres,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/bathing-float-on-the-seine-at-asnieres-1887(1).jpg
238,Bridges across the Seine at Asnieres,1887,"Paris, France","
Neo-Impressionism
","
cityscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/bridges-across-the-seine-at-asnieres-1887(1).jpg
239,Chestnut Tree in Blossom,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/chestnut-tree-in-blossom-1887(1).jpg
240,Edge of a Wheatfield with Poppies,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/edge-of-a-wheatfield-with-poppies-1887(1).jpg
241,Entrance to the Voyer-d'Argenson Park at Asnieres,1887,"Paris, France","
Neo-Impressionism
","
cityscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/entrance-to-the-voyer-d-argenson-park-at-asnieres-1887(1).jpg
242,Exterior of a Restaurant at Asnieres,1887,"Paris, France","
Neo-Impressionism
","
cityscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/exterior-of-a-restaurant-at-asnieres-1887(1).jpg
243,"Factories at Asnieres, Seen from the Quai de Clichy",1887,"Paris, France","
Neo-Impressionism
","
cityscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/factories-at-asnieres-seen-from-the-quai-de-clichy-1887(1).jpg
244,Factories Seen from a Hillside in Moonlight,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/factories-seen-from-a-hillside-in-moonlight-1887(1).jpg
245,Fishing in the Spring,1887,"Paris, France","
Neo-Impressionism
","
genre painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/fishing-in-the-spring-1887(1).jpg
246,Flowerpot with Chives,1887,"Paris, France","
Neo-Impressionism
","
flower painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/flowerpot-with-chives-1887(1).jpg
247,Fritillaries in a Copper Vase,1887,"Paris, France","
Neo-Impressionism
","
flower painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/fritillaries-in-a-copper-vase-1887(1).jpg
248,House with sunflowers,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/house-with-sunflowers-1887.jpg
249,Interior of a Restaurant,1887,"Paris, France","
Post-Impressionism
","
interior
",https://uploads8.wikiart.org/images/vincent-van-gogh/interior-of-a-restaurant-1887.jpg
250,Interior of a Restaurant,1887,"Paris, France","
Neo-Impressionism,
Pointillism
","
interior
",https://uploads1.wikiart.org/images/vincent-van-gogh/interior-of-a-restaurant-1887-1.jpg
251,Italian Woman (Agostina Segatori),1887,France,"
Neo-Impressionism
","
portrait
",https://uploads6.wikiart.org/images/vincent-van-gogh/italian-woman-agostina-segatori-1887.jpg
252,Japonaiserie Oiran (after Kesai Eisen),1887,"Paris, France","
Japonism
","
portrait
",https://uploads2.wikiart.org/images/vincent-van-gogh/japonaiserie-oiran-after-kesai-eisen-1887.jpg
253,Lane in Voyer d'Argenson Park at Asnieres,1887,"Paris, France","
Neo-Impressionism,
Pointillism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/lane-in-voyer-d-argenson-park-at-asnieres-1887.jpg
254,Le Moulin de la Gallette,1887,"Paris, France","
Post-Impressionism
","
cityscape
",https://uploads8.wikiart.org/images/vincent-van-gogh/le-moulin-de-la-gallette-1887.jpg
255,Lilacs,1887,"Paris, France","
Post-Impressionism
","
flower painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/lilacs-1887.jpg
256,Man with Spade in a Suburb of Paris,1887,"Paris, France","
Neo-Impressionism,
Pointillism
","
genre painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/man-with-spade-in-a-suburb-of-paris-1887.jpg
257,Montmartre Path with Sunflowers,1887,"Paris, France","
Neo-Impressionism
","
cityscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/montmartre-path-with-sunflowers-1887.jpg
258,Moored Boats,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/moored-boats-1887.jpg
259,"Nude Woman Reclining, Seen from the Back",1887,"Paris, France","
Neo-Impressionism
","
nude painting (nu)
",https://uploads5.wikiart.org/images/vincent-van-gogh/nude-woman-reclining-seen-from-the-back-1887.jpg
260,On the Outskirts of Paris,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/on-the-outskirts-of-paris-1887.jpg
261,Park at Asnieres in Spring,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/park-at-asnieres-in-spring-1887.jpg
262,Pasture in Bloom,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/pasture-in-bloom-1887.jpg
263,Path in the Woods,1887,"Paris, France","
Neo-Impressionism
","
sketch and study
",https://uploads1.wikiart.org/images/vincent-van-gogh/path-in-the-woods-1887.jpg
264,Plaster Statuette of a Female Torso,1887,"Paris, France","
Post-Impressionism,
Neo-Impressionism
","
still life
",https://uploads1.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-female-torso-1887.jpg
265,Portrait of a Man,1887,"Paris, France","
Post-Impressionism,
Neo-Impressionism
","
portrait
",https://uploads5.wikiart.org/images/vincent-van-gogh/portrait-of-a-man.jpg
266,Portrait of a Man with a Skull Cap,1887,"Paris, France","
Post-Impressionism,
Neo-Impressionism
","
portrait
",https://uploads4.wikiart.org/images/vincent-van-gogh/portrait-of-a-man-with-a-skull-cap.jpg
267,Portrait of a Woman,1887,,"
Post-Impressionism
","
portrait
",https://uploads3.wikiart.org/images/vincent-van-gogh/portrait-of-a-woman-1887.jpg
268,Portrait of a Woman (Madame Tanguy),1887,"Paris, France","
Post-Impressionism,
Neo-Impressionism
","
portrait
",https://uploads3.wikiart.org/images/vincent-van-gogh/portrait-of-a-woman-madame-tanguy.jpg
269,Portrait of Alexander Reid,1887,"Paris, France","
Post-Impressionism,
Neo-Impressionism
","
portrait
",https://uploads1.wikiart.org/images/vincent-van-gogh/portrait-of-alexander-reid-1887.jpg
270,Portrait of Père Tanguy,1887,"Paris, France","
Post-Impressionism,
Neo-Impressionism
","
portrait
",https://uploads2.wikiart.org/images/vincent-van-gogh/portrait-of-père-tanguy.jpg
271,"Portrait of the Art Dealer Alexander Reid, Sitting in an Easy Chair",1887,"Paris, France","
Neo-Impressionism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/portrait-of-the-art-dealer-alexander-reid-sitting-in-an-easy-chair.jpg
272,Restaurant de la Sirene at Asnieres,1887,"Paris, France","
Neo-Impressionism
","
cityscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/restaurant-de-la-sirene-at-asnieres-1887-1.jpg
273,Roadway with Underpass The Viaduct,1887,"Paris, France","
Neo-Impressionism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/roadway-with-underpass-the-viaduct-1887.jpg
